Name,id_Number,row_Number,seat_Number,auditorium_Number
Philip Jarecki,59956199307068507,15,25,1
Philip Kimball,11499200308209898,50,63,4
Philip Koenig,66464195710176072,38,38,3
Philip Lewis,47594199402061348,26,53,5
Philip Mabrey,72344197704079351,46,29,2
Philip Mckee,18374197105197727,14,19,3
Philip Neyman,70217196911255957,18,44,5
Philip Oberry,65670196903158183,30,12,4
Philip Smith,46880194808171053,29,64,1
Philip Welchel,77136194009076122,29,6,5
Philip Williams,71011201509221664,36,37,3
Phillip Alonzo,80302200210047057,40,45,1
Phillip Bintner,58154195411197665,1,66,2
Phillip Bjorklund,54797196305034567,40,43,5
Phillip Clark,97947198102225375,37,61,4
Phillip Gustafson,95907201311188629,44,10,4
Phillip Hauck,55730199307172354,17,40,2
Phillip Landreth,78603201012271869,37,14,6
Phillip Luchetti,93417199505054777,53,6,2
Phillip Mackey,71663196208124794,51,51,2
Phillip Mccray,70981201409123906,22,15,2
Phillip Mccullum,93214198308035411,5,18,2
Phillip Omura,71321198403279117,16,8,2
Phillip Rosario,41819193507148143,51,16,4
Phillip Stevenson,31462195804153961,5,23,2
Phillip Thigpen,66463201207019314,32,51,4
Phillip Thoennes,30186196311156715,45,63,1
Phillip Turnipseed,13008196508096547,11,51,4
Phillip Velez,51893199611122473,61,40,4
Phillip Wilson,31319201804052006,46,15,5
Phillis Wynne,71592194005139910,9,5,6
Phyliss Armour,20278201404066037,8,58,2
Phyllis Allen,78461194907203689,37,4,5
Phyllis Allison,89705200306309444,7,48,1
Phyllis Alvarez,50265201502285581,47,15,2
Phyllis Bacon,93532201601239027,22,64,1
Phyllis Coppola,21145196010121139,49,58,4
Phyllis Gough,26268193408162855,20,1,6
Phyllis Head,10241198209202827,18,31,5
Phyllis Hughes,96769198109196176,28,38,3
Phyllis Lindsey,80213201008231344,10,59,1
Phyllis Mayton,62124197411025220,3,4,1
Phyllis Moore,12606197012099487,17,24,2
Phyllis Phillips,10015194409302177,33,38,4
Phyllis Richardson,90334197907188618,55,9,4
Phyllis Salter,79977196410212470,2,10,1
Phyllis Seifert,30893199804107190,4,33,3
Phyllis Smith,48169196102168110,24,12,1
Phyllis Souza,36439199205129325,16,32,2
Phyllis Stephens,18435198011093120,37,27,6
Phyllis Taylor,53780195010117020,33,22,2
Phyllis Wisbey,93990196807199629,49,20,4
Pia Saunders,54583196301182086,37,44,3
Pierre Manke,10140194608278050,35,51,2
Pierre Whatley,81187198903204531,28,58,1
Pinkie Mccormick,25508201401079693,20,4,1
Polly Briscoe,47307197104213611,16,60,4
Polly Sims,13919193910183020,48,58,4
Precious Acevedo,82711197205256711,46,47,5
Precious Iannotti,81564195706304346,40,11,6
Preston Gonzales,79567195509172050,20,43,1
Preston Metoyer,14054196101247322,33,7,3
Preston Vickers,69163196512168440,43,57,5
Princess Meier,64643197711125799,57,39,4
Priscila Rhein,97177196706254971,19,4,3
Priscilla Arceneaux,83234197812307953,11,25,4
Priscilla Loman,35222197907055935,48,5,2
Priscilla Waller,47971199102213166,50,30,1
Quentin Fleming,18586195212124240,5,47,3
Quinton Hester,37310201705037852,19,62,2
Quyen Freeman,51297194106181833,47,36,4
Rachael Stpeter,61004201708267050,55,44,4
Rachel Adams,12292199707301815,16,63,4
Rachel Chen,75239200706259131,12,24,3
Rachel Hart,42916198112114451,5,45,2
Rachel Mathews,27076193602177804,53,34,2
Rachel Mitchell,28901195902023341,15,7,1
Rachel Prosser,51112201001163710,38,21,1
Rachel Pullon,30567196908171458,23,34,2
Rachel Reed,87442196812258627,13,10,6
Rachel Rodriguez,94081198312248821,29,3,4
Rachel Ronning,93065194502279516,46,60,5
Rachel Rowan,52053194307103492,33,22,6
Rachel Trantham,50643198410303295,8,6,1
Rachel Wolverton,45942197003133526,5,37,1
Rachele Stevens,85129195607105145,52,4,4
Rae Archuleta,88481198702241966,45,27,5
Rafael Brown,82889197706026886,37,25,4
Rafael Mcconnell,97464198009109094,41,62,2
Rafael Messer,38532195602148096,62,3,4
Rafael Olson,53836196209132035,1,18,4
Rafaela Andrews,24750195305204127,40,44,2
Raleigh Downie,34444201007087556,61,17,4
Raleigh Ellis,83686200904279946,36,47,1
Ralph Brown,96122195803079418,29,24,3
Ralph Carroll,34443198401083364,29,29,1
Ralph Cook,74223194305307986,4,63,1
Ralph Curry,23038196010017988,38,46,3
Ralph Desposito,79452193307276734,48,14,4
Ralph Dobkowski,82425194307151857,30,37,3
Ralph Fallin,80790197910311121,17,5,2
Ralph Foreman,68182197302096015,9,6,2
Ralph Kennedy,33519196709011181,24,7,5
Ralph Mitchell,34492193412092556,9,8,4
Ralph Monk,55766194704066530,16,12,3
Ralph Murillo,48794194012236907,26,18,1
Ralph Newman,25014199010262376,19,10,6
Ralph Pineau,68029199411125019,20,42,5
Ralph Rodriquez,64144199408126280,4,31,5
Ralph Romero,63059197404073709,6,17,3
Ralph Shiring,66692198501132630,21,24,4
Ralph Squires,98305198003188075,33,49,5
Ralph Tobias,92614194508151247,46,15,2
Ramon Bodi,16057196502022449,13,17,1
Ramon Edwards,62128193012087905,30,1,5
Ramon Heard,82611195809189212,23,2,1
Ramon Hines,76704197205137338,30,11,5
Ramon Oliver,76927195708203930,6,52,2
Ramon Stout,27410197805194016,13,55,4
Ramon Weist,91443201303066211,48,68,1
Ramona Kirkland,31456193112304507,36,30,5
Ramona Levine,91378201802017164,26,9,1
Ramona Lindeland,52215193103258416,48,58,1
Ramona Murray,80213193406208091,10,22,2
Randal Day,45736201509037523,35,12,3
Randal Koski,64442195806162526,36,43,6
Randal Rushing,92920201701318220,17,10,3
Randall Ching,31764199710306674,6,8,3
Randall Delgadillo,42033199611059101,59,48,2
Randall Hammer,64151197906013654,35,23,1
Randall Hull,89955195212262603,5,34,3
Randall Mach,97986197006124002,38,34,5
Randall Nee,31353201102143281,59,33,4
Randall Rowell,51526200005253516,5,13,5
Randall Sabb,68447194002118774,37,42,6
Randee Means,58834198012263903,3,43,6
Randell Mccafferty,91781199005047761,8,31,1
Randi Dean,31990199704169094,6,12,4
Randi Potter,66634193205161813,10,51,1
Randy Alvarado,17062199105193221,33,8,3
Randy Brantley,70290199212018321,18,16,6
Randy Donovan,89356198601226257,1,33,5
Randy Edwards,87851195109246038,1,58,5
Randy Fulton,14246201201309126,40,15,4
Randy Henson,14759198001308132,20,26,4
Randy Huff,91687196004244249,35,22,4
Randy Jacobson,98531198502253248,15,31,4
Randy Lancaster,19989198106193832,14,51,4
Randy Long,64751196008209079,6,28,6
Randy Lowe,46584194410183660,49,63,4
Randy Mclaughlin,85057194901131270,2,40,4
Randy Nilsson,13127197909155055,40,58,4
Randy Ohlsen,24474200905228973,8,64,2
Randy Pearce,16954199809135858,24,15,6
Randy Perkins,54193198511117144,4,18,2
Randy Peterson,20707196805132453,13,64,4
Randy Ryan,51543197810236463,13,46,2
Randy Shoe,41348201102143989,5,49,4
Randy Sohn,72919198808115107,15,51,1
Randy Taylor,89498198012091703,9,56,5
Randy Torres,61505196501048042,43,62,4
Randy Unch,72151197509121645,26,47,4
Randy Winburn,47075196604055920,38,22,6
Raphael James,66450199908037955,34,39,1
Raquel Craddock,53892199908281736,49,16,2
Raquel Mazza,55856194507286932,41,57,4
Rashad Imlay,74074197703259117,35,15,2
Rashida Altamirano,51498195812193000,37,5,5
Raul Cohen,40275196410142447,12,10,4
Raul Davis,68490199107206745,43,5,1
Raul Neely,90926197806015753,9,25,1
Raul Smith,13147196607096355,16,35,5
Raul Vento,51922194906019553,45,51,4
Raul Washington,10141201101231049,38,7,2
Ray Bennett,71515195203104907,41,44,5
Ray Dellinger,40472196807038615,1,18,5
Ray Dial,52764200804224281,29,15,1
Ray Frank,14481201305227581,14,21,6
Ray Gullett,23030195604114409,13,18,2
Ray Jones,56865196509017703,42,33,6
Ray Mares,47448196509027349,35,14,3
Ray Miller,36036197903114014,14,2,1
Ray Morgan,44380198201303553,8,3,6
Ray Peterson,48852193101141278,43,58,4
Ray Velazquez,50916195403245677,40,50,5
Ray Walstrum,22859201607251545,35,59,4
Raymon Holstein,59083198604218671,25,33,1
Raymond Bade,87887200704241079,13,45,5
Raymond Beene,12831195310245684,50,48,2
Raymond Birch,58655198511279710,59,52,2
Raymond Borgen,61766195905229950,27,23,1
Raymond Bose,52124193205136959,67,68,4
Raymond Butler,56800199007181857,41,15,2
Raymond Cantrell,23581197606305738,20,46,4
Raymond Cleveland,65035195504161411,39,55,5
Raymond Conley,88282193304139096,30,39,3
Raymond Cordova,40123197812055194,17,68,1
Raymond Cornely,33313194612276058,6,20,4
Raymond Douglas,98163199902017038,65,39,4
Raymond Douglas,85984200911272394,28,62,1
Raymond Farr,64428198906107019,48,31,1
Raymond Faupel,19416196701204348,36,10,6
Raymond Geer,35664193310315246,18,25,5
Raymond Girgenti,74510195012297417,37,36,5
Raymond Hermann,48141199907218317,37,32,6
Raymond Hill,40706194002042079,25,57,1
Raymond Jackson,41622201205108713,46,60,4
Raymond Kissane,53174195111284576,2,9,1
Raymond Laliberte,26330193202123907,56,66,4
Raymond Lewis,79284195001066450,53,54,2
Raymond Mejias,71230201507112577,47,41,2
Raymond Miller,23858200412013379,38,25,3
Raymond Moore,84937195507056513,17,1,5
Raymond Moree,27457197907019213,22,24,5
Raymond Nelson,23062201910186753,30,7,4
Raymond Parmenter,87111197703131726,12,4,5
Raymond Patterson,32549200607205612,19,2,6
Raymond Petro,71784195409224903,5,26,2
Raymond Salling,64679199209209555,25,23,1
Raymond Samber,51291196907111788,54,28,2
Raymond Smith,36971198305191773,33,1,6
Raymond Sneed,49141194211047449,62,64,4
Raymond Taylor,61050198601066240,41,41,5
Raymond Thiessen,53268200511198176,23,57,4
Raymond Thomas,61011195807107200,32,8,1
Raymond Tilley,79730199102129430,34,58,5
Raymond Voorhis,15837201007054168,24,61,2
Raymond Watson,81145201501215729,14,1,5
Raymond Williams,62834195611183216,35,42,1
Raymond Wilson,52951196003252678,4,12,1
Reba Mankey,54129201007225425,30,48,2
Reba Williamson,12936194607206864,44,1,5
Rebecca Ali,17371194603071627,62,21,4
Rebecca Brannon,61482194109272157,48,45,4
Rebecca Brown,60949201503072338,22,23,5
Rebecca Clark,73529197010093257,38,41,1
Rebecca Cosley,33120201206244064,25,16,1
Rebecca Fulton,58049201209053913,53,6,4
Rebecca Hartwell,18325201309235377,8,52,5
Rebecca Jenkins,20236196404132635,9,3,3
Rebecca Kahn,20369196004043979,42,60,2
Rebecca Key,33920194507065688,22,36,1
Rebecca Lesinski,76983195605085775,47,48,2
Rebecca Lynch,53869200212297610,58,33,4
Rebecca Maine,83532197707229221,3,30,1
Rebecca Mcclain,70389194904099402,3,48,2
Rebecca Nolan,24996193806158450,57,24,2
Rebecca Olenius,67252193811135735,13,38,6
Rebecca Olson,85123194210224349,18,2,6
Rebecca Pontius,84928201705188017,28,8,5
Rebecca Richards,27908201308071503,29,50,4
Rebecca Routt,96234200111267148,28,46,4
Rebecca Russo,78627197601127385,12,14,3
Rebecca Salazar,43165194106056357,23,2,2
Rebecca Taylor,69810195210194602,9,49,5
Rebecca Thompson,77533199711217074,6,45,3
Rebecca Waddell,94954195410078964,13,11,6
Rebecca Walker,52831196007257019,39,30,6
Rebecca Williams,89367198205277407,62,28,4
Rebecca Williams,44340199206175407,29,3,3
Rebecca Worsley,47289194902024848,18,8,5
Rebekah Roy,65666194911241684,38,59,2
Rebekah York,74043201901067921,38,10,1
Reda Pyon,82757193911282620,3,61,1
Reggie Henderson,39673195012294981,32,40,2
Reggie Moretti,85414193301204303,15,22,3
Regina Alejandre,30524200112118138,11,32,6
Regina Asencio,98835194703082663,26,36,3
Regina Braden,89396201812115324,21,53,5
Regina Frederick,31209197405161882,57,45,4
Regina Hernandez,26342200810163950,8,20,2
Regina Hoffman,87477201503121282,40,53,4
Regina King,40752200707188177,45,59,5
Regina Maranda,25984200303043093,45,9,5
Regina Parker,30353195111199762,10,8,5
Reginald Ayers,84347201005101388,26,2,1
Reginald Clark,11495193606053923,15,57,4
Reginald Leach,32255195905053550,26,6,1
Reginald Murphy,91521199703134647,32,47,5
Reginald Russell,45714193410181412,17,14,5
Reginald Sanchez,78032201212183935,25,16,2
Reginald Smith,54742196603014788,27,3,4
Reina Puulei,81381201307133198,28,5,1
Reina Richmond,58488198004033275,8,13,2
Reina Tate,71552198504118127,39,38,2
Rena Bowen,77542194807014164,34,14,2
Rena Marsh,45166201301128594,46,41,1
Rena Scott,28357195404268113,32,18,1
Rena Yap,59720194305109065,26,58,5
Renaldo Dowst,73145194102097229,40,20,2
Renato Prach,15635194908163024,31,59,5
Renda Self,22400194209062053,40,37,5
Rene Gregory,51186196505131658,26,29,6
Rene Icardo,60829193007068005,16,29,4
Rene Stone,54054198504194729,24,26,1
Renee Chavarria,86435194006253851,24,4,6
Renee Fernandez,96661193801185118,13,12,4
Renee Moore,62184195808123149,66,50,4
Renee Oakley,88807195502015084,48,40,2
Renee Shannon,52523197811073651,25,51,1
Renita Harris,39312201103261699,4,20,4
Retha Fields,66250195508162278,15,1,4
Retha Sammons,83947199005094504,33,27,5
Reuben Mcfarland,12943199803206707,51,12,4
Reva Schultz,73385200608293868,7,11,4
Reva Vasmadjides,61639196201186162,21,3,4
Rex Allen,63217200103302505,36,38,1
Rex Dinwiddie,43761195203165837,65,20,4
Rex Long,34366198611298589,45,11,5
Rex Wible,36014193709276130,29,61,5
Reynaldo Bailey,39017198405144659,39,31,5
Reynaldo Parker,35411194605284279,5,38,4
Reynaldo Young,72512201110186642,23,25,1
Rhonda Aldridge,48224201709019545,18,5,2
Rhonda Ault,82091194712178158,27,23,5
Rhonda Beatty,97930194306171498,50,31,1
Rhonda Blair,70658194302145238,25,35,3
Rhonda Brouillard,16978194210215505,6,2,2
Rhonda Burroughs,65295196404077018,14,36,4
Rhonda Cook,55837201708234810,6,14,4
Rhonda Drake,78771197002181515,25,10,4
Rhonda Engel,87218193202165134,23,15,1
Rhonda Galvan,56335195408074288,3,16,4
Rhonda Gillock,87145198210252367,25,34,2
Rhonda Marquez,52323200208172844,60,36,4
Rhonda Mccarthy,69828193405316607,38,18,5
Rhonda Murray,41282196308283961,31,2,4
Rhonda Ortiz,81602194801134770,12,27,5
Rhonda Roberson,42490201709052231,8,7,2
Rhonda Rogers,10232193103098290,8,29,4
Rhonda Roland,98368195605285086,21,14,3
Rhonda Thomas,47399200607317434,12,6,1
Rhonda Walker,91254194111148905,36,58,4
Ricardo Ates,43039198303071349,30,15,2
Ricardo Flach,43808196805281660,35,28,5
Ricardo Gonzales,76052199307138669,19,30,6
Ricardo Grace,26436198902217520,49,29,4
Rich Kaelker,93566200209242850,44,53,5
Richard Abadie,65818194705037612,24,11,1
Richard Abbott,82668197505066098,23,36,5
Richard Adelman,17255201308282097,36,25,4
Richard Ala,30332198010089599,1,1,2
Richard Allyn,42880196309241053,61,24,4
Richard Bathke,28154194005208829,47,18,2
Richard Baumbach,27146197411119235,14,28,1
Richard Baumbach,85276199612094853,6,18,1
Richard Beasley,21648199710261847,5,41,1
Richard Benefiel,30863201502069952,14,29,4
Richard Bibeau,85818196309216850,46,5,2
Richard Bingham,14974198303068923,16,4,1
Richard Block,88069198809087059,40,37,2
Richard Brent,74963193810035563,63,48,4
Richard Brown,73152199009278205,23,30,3
Richard Bryant,40060194306214103,2,26,6
Richard Burton,79926196409206891,37,21,2
Richard Butler,68867200309117805,17,11,3
Richard Cabrera,11307193608127423,44,43,2
Richard Canady,61882200712186978,15,42,3
Richard Casey,45208201203316531,10,61,2
Richard Casto,81129194310049677,5,1,1
Richard Casto,38809196506029646,11,32,4
Richard Champion,74370194608028164,44,4,4
Richard Charleston,88586201005269488,19,59,2
Richard Cheung,33847193509042142,30,46,3
Richard Chouinard,82428196410183665,25,58,5
Richard Choute,79834194601219141,4,6,6
Richard Cipkowski,69461201911015025,42,47,1
Richard Coe,61226199807149897,47,43,2
Richard Crawford,75729198403164369,40,17,6
Richard Crawford,82365195410316260,2,10,2
Richard Creighton,70163198102273639,25,48,2
Richard Crump,52668198211045229,42,1,2
Richard Cuadras,45192199808011389,39,48,5
Richard Currie,68482199906136525,21,7,3
Richard Daniels,82444194903283672,37,15,6
Richard Dawson,52869201212152582,1,1,3
Richard Deese,68667193208153587,44,23,5
Richard Defranco,40207194812054938,3,56,5
Richard Dike,61801196006126837,23,41,3
Richard Diver,14848195105044294,49,30,1
Richard Doyle,64924200402036183,10,25,4
Richard Duff,94953201906188947,8,43,6
Richard Dunn,44445196605209310,7,9,3
Richard Emmett,80626199901173547,31,43,4
Richard Erickson,37421193712157216,11,16,2
Richard Esterly,48843195505079695,3,21,4
Richard Falco,97313198712043716,52,45,2
Richard Fermin,75843196405266581,20,33,1
Richard Filthaut,78591199104179262,12,27,1
Richard Flanagan,90480201502173892,17,9,2
Richard Fontenot,32509193106288753,21,61,4
Richard Franklin,38406199509105881,25,13,3
Richard Fuller,73179198204162976,12,10,1
Richard Geier,27936194807286931,2,26,1
Richard Giorgi,74626198105014805,21,29,2
Richard Gomez,37999199108091905,25,39,3
Richard Gonzales,17378195801128998,48,33,1
Richard Gorman,12536193601187920,46,63,1
Richard Gorton,74549196205168002,42,50,2
Richard Gossett,91510195212061600,14,38,4
Richard Grawe,31096193505142055,14,23,1
Richard Hall,30656194411245642,28,20,5
Richard Ham,43529198312144389,34,4,6
Richard Hannon,89678195304169404,7,33,5
Richard Harrell,44178193906257622,4,34,4
Richard Harris,96686198410053631,42,45,4
Richard Harter,45525196009219223,47,18,1
Richard Hayes,49676199309309538,6,31,1
Richard Haynes,95975198912129395,10,9,5
Richard Hearn,43459194608207149,3,46,5
Richard Heath,71361198204259450,49,46,4
Richard Herring,16269201911093454,50,38,2
Richard Hicks,66133201808216052,34,23,3
Richard Hightower,36727201504188857,11,31,3
Richard Hill,66301197806112546,15,46,3
Richard Hilliard,16320196605136591,13,47,3
Richard Holien,15462201907201066,34,40,4
Richard Hollinger,39331199305191906,40,7,4
Richard Huber,48621196202277612,6,16,6
Richard Johnson,58537201902198868,37,19,3
Richard Jones,94825200501164274,18,26,4
Richard Jones,82888197311157378,42,51,4
Richard Karamchandani,40402193608317615,30,6,4
Richard Kintopp,98522193202128981,8,1,1
Richard Laird,29977200812309811,4,43,3
Richard Larsen,52385194006241342,38,19,5
Richard Lindsay,11134193212074892,9,46,3
Richard Ling,57671193112053724,9,18,4
Richard Lloyd,29946201603224531,36,52,2
Richard Longbrake,70084194212202775,34,43,2
Richard Lowrie,22594199907165582,17,17,1
Richard Madigan,10982200405106726,27,29,6
Richard Maggio,18787196111148859,18,30,5
Richard Malaspina,24315193503074799,29,54,1
Richard Martin,55785201411041541,13,24,1
Richard Martinez,19557200205013974,2,54,2
Richard Marton,27503194504185154,37,15,1
Richard Matelski,53302197202169700,16,46,1
Richard Maybee,68754194605077605,9,58,1
Richard Miller,23173198805131414,48,18,1
Richard Miller,83959194811282546,25,23,5
Richard Milton,81461200511155062,37,25,3
Richard Minton,36738193608284749,37,30,4
Richard Montgomery,58489193807228907,48,17,2
Richard Moore,45004193601128156,43,35,5
Richard Moore,90189199904121879,43,53,2
Richard Nagle,63016193712206626,36,18,2
Richard Nelson,74421195808175188,10,16,5
Richard Newsome,78882196707125066,14,64,1
Richard Owen,40090198602029643,45,66,1
Richard Pack,27532195201212115,2,45,2
Richard Parker,35886197912209069,58,22,4
Richard Paske,75545196508247921,29,19,2
Richard Perrette,54075195705063238,36,13,4
Richard Peters,39830196010225258,32,24,6
Richard Randolph,46791195602147792,6,33,1
Richard Rasset,11427196907234859,37,5,1
Richard Reckart,33102196802109116,60,24,4
Richard Rivera,22362198809216697,30,45,2
Richard Roberts,23811196606123794,54,64,4
Richard Robinson,73798193911193814,26,30,2
Richard Roller,66487201112033954,16,11,1
Richard Roy,61763201708114961,27,31,5
Richard Schneider,83634194601279705,33,10,6
Richard Self,90322193509087342,33,25,1
Richard Shin,31106198805096893,15,37,4
Richard Simpson,46586197906015558,18,67,4
Richard Smith,35370194704299625,34,57,1
Richard Smith,19784194601256432,29,31,6
Richard Snelgrove,90231199104038419,22,19,4
Richard Spencer,97331194104282137,19,34,3
Richard Telfer,48990197708191712,44,5,1
Richard Tolar,46502196409038929,30,38,3
Richard Torres,38571196212068165,38,39,1
Richard Townsend,94501195209146829,43,23,1
Richard Turner,60411200203279290,67,53,4
Richard Ulloa,48483194511207200,19,30,1
Richard Vance,56764194707193385,19,18,5
Richard Wagoner,86480201807026514,35,2,1
Richard Wikoff,25141196209109556,28,14,1
Richard Wilbur,63463193405147537,8,3,2
Richard Willard,33181194902196232,36,33,2
Richard Williams,63676201611046012,25,18,3
Richard Winston,65940196012038394,27,64,1
Richard Wolfe,12242200908241320,2,43,6
Richelle Chaplin,22688194302118214,45,53,2
Richie Coutee,24751196504217359,21,7,6
Rickey Box,67165194801208316,26,43,5
Rickey Hicks,60444195204173821,4,37,2
Rickey Sims,54175200601123869,39,31,3
Rickie Clark,76836201710233340,17,24,6
Ricky Crandall,80103195111208336,5,57,2
Ricky Edgin,79375198201293163,32,55,5
Ricky Emerson,84081193809258417,37,32,5
Ricky Fennern,82970201807169357,20,40,5
Ricky Fogg,11568199806103566,12,1,3
Ricky Gandolfi,44694193302212824,37,1,2
Ricky Hess,13587201311083904,13,29,4
Ricky Hug,30633198510112919,26,20,6
Ricky Lemon,53587193809011553,9,57,2
Ricky Lobur,16700193905284140,35,65,4
Ricky Maio,10562195903235289,41,43,5
Ricky Moore,36920199205116845,17,21,5
Ricky Perkins,82473194710012077,26,41,2
Ricky Reeves,34649199511156278,45,66,2
Ricky Sloss,35575195608042128,68,64,4
Ricky Young,36748195908024126,40,13,2
Riley Walker,37296193309036704,41,28,4
Rina Miller,18035197601168873,26,52,4
Rita Bonsall,58678200812195568,27,47,1
Rita Chick,64439193004217891,33,3,5
Rita Evans,34296196803057069,54,39,4
Rita Gooden,22839199812227411,21,31,4
Rita Malinoski,11841199209116840,48,2,1
Rita Martin,57145201311283343,18,54,5
Rita Mcgee,74968197705183513,17,14,6
Rita Rodriguez,35052194112302437,22,19,3
Rita Villena,21558200605114079,11,46,2
Rob Jewell,79802196903024096,41,3,2
Robbie Grosz,65659197710078405,13,13,5
Robbin Day,64407193804058996,40,6,4
Robert Abadi,80762195809288946,14,13,1
Robert Adams,97678195408105485,28,40,6
Robert Allie,50573199504303805,49,13,2
Robert Amaral,28200200703091550,24,37,3
Robert Amsden,33225193905187829,6,29,4
Robert Arwood,30588195908172489,12,44,1
Robert Bailey,16022195510302094,60,50,4
Robert Ballard,79076194808289989,8,37,6
Robert Barton,56169199405309162,46,63,4
Robert Batten,12959195401232815,27,1,3
Robert Bean,48960201911205586,15,12,1
Robert Beck,57505195402074907,48,51,4
Robert Belknap,81984198807252271,35,50,2
Robert Bell,51262197005271247,26,40,1
Robert Bellocchio,40487196404284225,54,16,2
Robert Bolton,69251199312277255,39,41,1
Robert Bowling,90154194112019126,39,35,2
Robert Boyd,24019193304034837,6,49,1
Robert Brevard,25811201802057279,65,34,4
Robert Brewster,17206198012212081,14,55,4
Robert Bristle,15389197005287374,24,24,1
Robert Brown,40252199901291388,18,2,3
Robert Brown,92358195702093992,18,42,3
Robert Brown,81327193507206024,22,38,3
Robert Bryant,15112201801278982,25,43,5
Robert Buckland,93066201609204501,14,20,1
Robert Cervantes,46782196312083002,35,31,1
Robert Chech,60961199410261612,31,58,2
Robert Church,65179197809261587,36,50,2
Robert Clark,24189194410105734,6,29,2
Robert Cochran,60841196107238208,17,61,1
Robert Combs,11332200701125887,24,66,4
Robert Connolly,42828197807068188,20,3,2
Robert Conyers,73491194705276359,5,33,3
Robert Conyers,86603199903091599,23,9,6
Robert Cooley,81948199912176420,32,33,1
Robert Corea,36034193012017950,4,39,3
Robert Croghan,22142194307114755,33,7,1
Robert Crosby,15029195307029154,6,50,2
Robert Cutler,94236198302109396,25,25,6
Robert Davis,86024198602015318,11,10,4
Robert Davis,59570199208153600,46,10,5
Robert Davis,93450197405142481,15,64,4
Robert Day,58749195807124889,4,17,1
Robert Deleon,11595196611069591,20,41,6
Robert Dewitt,64132193509179654,37,21,6
Robert Diaz,89613196101313493,14,16,3
Robert Diaz,16102197601315369,5,53,4
Robert Diaz,14825195402037060,25,5,1
Robert Dominguez,20484194811249579,11,14,3
Robert Dotson,47814195803302327,3,60,5
Robert Dryer,94372197009167768,31,30,5
Robert Dupont,93671198707019043,12,20,6
Robert Dyar,35393196304176489,22,23,6
Robert Eaton,51019196812047174,8,35,4
Robert Elias,11872193303285726,43,61,4
Robert Enright,19413193604085859,41,10,2
Robert Farrior,97418197210277153,5,52,2
Robert Felty,91999195005235202,35,44,3
Robert Ford,38905201304086090,49,28,4
Robert Fote,14673196903169367,31,12,5
Robert Fry,65409196503294088,20,21,2
Robert Galyean,16736196005276352,39,29,5
Robert Garcia,19510198112316206,34,14,4
Robert Gardner,78252196109051514,40,19,6
Robert Gates,81335193603292977,20,44,1
Robert Gendreau,83900195109027466,30,26,6
Robert Gillen,43640195902121369,34,48,4
Robert Gillis,84899198705091593,16,59,4
Robert Girres,12543194410208800,29,14,2
Robert Godwin,16141198607158006,47,26,1
Robert Goss,34102193111125214,50,64,1
Robert Gray,25631202003087956,6,50,4
Robert Gurule,57613199108018847,38,8,3
Robert Haglund,10496194802134768,20,3,3
Robert Hall,83966194907312509,15,7,3
Robert Hartson,67184196601038881,38,47,1
Robert Harwood,41301201302163649,15,25,2
Robert Hawkins,92835199103014994,67,42,4
Robert Henig,12005197110063691,13,43,4
Robert Henrie,17677196509167844,34,2,2
Robert Henry,29064200001072436,7,53,4
Robert Hill,87796195501123486,2,37,6
Robert Hoey,30486198703091554,48,45,2
Robert Holly,30994197805226131,47,38,2
Robert Hopf,69853193306291770,13,18,1
Robert Horton,99506196301138538,30,41,6
Robert Houck,79900197410037906,7,44,4
Robert Hudson,70067201208034118,24,32,5
Robert Isbell,58290198908038905,51,19,2
Robert Jackson,24254201706016092,59,44,4
Robert Jackson,15473196606113461,15,39,2
Robert Jackson,15232201910148801,48,55,2
Robert Jacobs,95346196806148887,33,22,4
Robert Jacques,48021195608041243,30,6,2
Robert Jarvis,75561200406074880,17,31,2
Robert Jensen,46826193209199934,45,18,4
Robert Johnson,19205194905075505,44,48,1
Robert Johnson,47808195608154073,9,2,3
Robert Jones,88984199006223234,49,3,1
Robert Keith,60854199204213847,18,33,3
Robert Kerns,97662200401231913,36,51,5
Robert Kidwell,83600196208274887,3,11,3
Robert Kindle,55073196105078189,11,16,5
Robert King,45433196012136234,14,28,6
Robert Knight,14551197707038176,32,29,3
Robert Lansdell,44179194810221911,44,56,1
Robert Laplante,40987193504077119,27,41,1
Robert Lecompte,63456193803016479,5,6,6
Robert Lee,95628197905288547,27,2,1
Robert Lewis,34131194004206440,33,18,4
Robert Lindberg,11751201908279212,2,50,2
Robert Lindsey,59319194810053381,5,34,1
Robert Lira,75564193504172834,4,64,4
Robert Little,18322196210069998,18,29,5
Robert Livermore,86749199201175910,17,42,6
Robert Lockhart,18750193904076045,37,45,1
Robert Loera,69157201006043291,38,62,1
Robert Love,40025201405116925,40,13,6
Robert Luhnow,91266201304223112,45,60,5
Robert Luppino,49962201112036878,23,1,6
Robert Lyle,88250200203052972,16,31,4
Robert Mack,98401196303305028,5,52,5
Robert Madina,79651197104301276,50,62,2
Robert Mason,45785198708044092,26,24,2
Robert Mattingly,66072193207177594,43,55,1
Robert Mcdonald,74837198005187643,32,47,1
Robert Mcintosh,25472197708306951,28,51,4
Robert Mclaughlin,12037194806197294,44,21,4
Robert Mclawhorn,29313194609101209,42,14,5
Robert Mehling,72470202002143057,34,63,2
Robert Meier,66279200205083806,26,48,2
Robert Menken,48189200201292938,8,50,4
Robert Miller,69842196611042769,42,31,5
